gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name
ENSG00000125872,2450.366518,0.803482566,0.104183305,1.39E-15,8.77E-14,LRRN4
ENSG00000135002,2442.835333,0.859526116,0.111720194,1.43E-15,8.92E-14,RFK
ENSG00000187514,41259.14469,0.496877414,0.063879958,1.75E-15,1.09E-13,PTMA
ENSG00000149182,2835.158483,0.554396005,0.071630994,1.96E-15,1.22E-13,ARFGAP2
ENSG00000162783,784.9368542,-0.864887545,0.11313071,2.07E-15,1.28E-13,IER5
ENSG00000182326,54.74795723,-2.947372133,0.388461734,2.31E-15,1.42E-13,C1S
ENSG00000197879,22194.84393,0.562563334,0.072920123,2.33E-15,1.44E-13,MYO1C
ENSG00000122515,4568.748038,-0.580320137,0.075456614,2.62E-15,1.60E-13,ZMIZ2
ENSG00000130522,1068.940376,0.818695936,0.107421311,2.75E-15,1.68E-13,JUND
ENSG00000129946,90.75556082,-2.175078108,0.288452991,2.85E-15,1.73E-13,SHC2
ENSG00000141574,265.6687445,-1.203417411,0.159282471,3.06E-15,1.86E-13,SECTM1
ENSG00000111424,93.63442589,-2.183445766,0.290727104,3.42E-15,2.07E-13,VDR
ENSG00000116584,1784.611373,-0.861990301,0.113838559,3.64E-15,2.20E-13,ARHGEF2
ENSG00000186814,455.3755506,-0.969198821,0.128379345,3.83E-15,2.30E-13,ZSCAN30
ENSG00000171813,293.2177508,-1.273755312,0.1694978,3.93E-15,2.35E-13,PWWP2B
ENSG00000082497,799.0825449,0.799336602,0.105514007,4.01E-15,2.39E-13,SERTAD4
ENSG00000099250,703.963277,-0.876612368,0.116050792,4.19E-15,2.50E-13,NRP1
ENSG00000072501,12642.44257,0.491316222,0.064199734,4.74E-15,2.81E-13,SMC1A
ENSG00000128510,79.80221498,-7.008114533,0.89354367,5.00E-15,2.96E-13,CPA4
ENSG00000129128,5211.530861,0.710297056,0.09392844,5.19E-15,3.06E-13,SPCS3
ENSG00000033327,389.3105213,-1.18819782,0.158887227,5.40E-15,3.18E-13,GAB2
ENSG00000176890,7176.31318,0.51019784,0.066902221,5.46E-15,3.20E-13,TYMS
ENSG00000162413,741.2150243,-0.928237976,0.123885977,6.15E-15,3.59E-13,KLHL21
ENSG00000165527,7101.354807,0.489610493,0.064571025,8.27E-15,4.81E-13,ARF6
ENSG00000125148,42097.34767,0.596215526,0.079208964,9.12E-15,5.29E-13,MT2A
ENSG00000006118,3189.023725,-0.624941548,0.083294224,9.94E-15,5.75E-13,TMEM132A
ENSG00000126247,11578.64135,0.525548828,0.069647732,1.01E-14,5.79E-13,CAPNS1
ENSG00000136527,7047.693541,0.476744327,0.063044859,1.01E-14,5.79E-13,TRA2B
ENSG00000011422,709.1228251,-0.922041716,0.124132519,1.02E-14,5.85E-13,PLAUR
ENSG00000169045,20781.78569,0.533609773,0.070653579,1.06E-14,6.05E-13,HNRNPH1
ENSG00000178695,869.4235128,0.90823294,0.122267127,1.06E-14,6.06E-13,KCTD12
ENSG00000163659,3142.298013,0.526280957,0.069967701,1.17E-14,6.65E-13,TIPARP
ENSG00000196352,1002.876859,-1.163279311,0.157757615,1.21E-14,6.82E-13,CD55
ENSG00000056558,2601.096018,-0.880493184,0.118807061,1.21E-14,6.85E-13,TRAF1
ENSG00000104888,218.1165304,-1.271020019,0.172548449,1.24E-14,7.00E-13,SLC17A7
ENSG00000282458,1908.424646,0.732780788,0.098451154,1.25E-14,7.03E-13,WASH5P
ENSG00000119314,4525.913567,0.693101566,0.093220095,1.44E-14,8.06E-13,PTBP3
ENSG00000115756,1074.325032,-0.88871474,0.120492921,1.57E-14,8.74E-13,HPCAL1
ENSG00000131018,273.1314772,-1.191726859,0.162487584,1.62E-14,9.01E-13,SYNE1
ENSG00000123416,89717.22159,0.51128533,0.068299807,1.67E-14,9.23E-13,TUBA1B
ENSG00000164171,759.1202063,-0.893422646,0.121388629,1.76E-14,9.70E-13,ITGA2
ENSG00000061273,2201.587939,0.549805346,0.073886168,2.01E-14,1.11E-12,HDAC7
ENSG00000182944,15403.39339,0.48939896,0.065744953,2.08E-14,1.14E-12,EWSR1
ENSG00000162434,16500.82958,0.494345149,0.066144521,2.16E-14,1.18E-12,JAK1
ENSG00000182379,384.2248207,-0.990537242,0.135394334,2.19E-14,1.20E-12,NXPH4
ENSG00000185339,73.44409585,-2.22890147,0.307072243,2.41E-14,1.31E-12,TCN2
ENSG00000116254,171.6622841,-1.409141289,0.193918336,2.44E-14,1.33E-12,CHD5
ENSG00000166578,121.8938414,-1.890822808,0.260932057,2.46E-14,1.33E-12,IQCD
ENSG00000198624,481.0848101,-0.905248155,0.12391049,2.63E-14,1.42E-12,CCDC69
ENSG00000265972,49.09038296,-5.91029579,0.782148633,2.96E-14,1.59E-12,TXNIP
ENSG00000167994,198.8053265,-1.704318229,0.236060639,3.02E-14,1.62E-12,RAB3IL1
ENSG00000125827,1109.267275,0.848240356,0.116215085,3.05E-14,1.63E-12,TMX4
ENSG00000127838,677.4852747,-0.770465188,0.10536301,3.05E-14,1.63E-12,PNKD
ENSG00000185189,1514.931968,-0.685910772,0.093531716,3.07E-14,1.63E-12,NRBP2
ENSG00000092421,1611.021214,-0.752529118,0.103181232,3.62E-14,1.91E-12,SEMA6A
ENSG00000120802,6797.248084,0.573600743,0.0779727,3.62E-14,1.91E-12,TMPO
ENSG00000198911,4218.72285,0.686230997,0.093828461,3.63E-14,1.91E-12,SREBF2
ENSG00000129351,12423.32511,0.537837238,0.073160779,4.28E-14,2.25E-12,ILF3
ENSG00000170485,815.5079169,-0.833179566,0.115062699,4.66E-14,2.44E-12,NPAS2
ENSG00000240891,662.261423,0.778212335,0.107302329,4.76E-14,2.49E-12,PLCXD2
ENSG00000108518,55543.80751,0.4895399,0.066524333,4.81E-14,2.51E-12,PFN1
ENSG00000170558,3142.053075,-0.580379833,0.07953091,5.24E-14,2.72E-12,CDH2
ENSG00000003402,4539.88111,0.529294766,0.072541125,6.26E-14,3.24E-12,CFLAR
ENSG00000134363,129.0347555,-1.677438817,0.235571058,6.54E-14,3.38E-12,FST
ENSG00000144959,4749.422981,-0.622055258,0.085855048,6.85E-14,3.53E-12,NCEH1
ENSG00000171680,905.0055678,-0.743153655,0.103131125,7.07E-14,3.63E-12,PLEKHG5
ENSG00000139211,2833.861841,0.64428701,0.089058086,7.17E-14,3.68E-12,AMIGO2
ENSG00000158828,1300.980048,-0.893151561,0.124595148,7.21E-14,3.68E-12,PINK1
ENSG00000124942,64499.484,0.654433826,0.09054156,7.26E-14,3.70E-12,AHNAK
ENSG00000120885,2815.86076,-0.539147095,0.074265327,7.82E-14,3.97E-12,CLU
ENSG00000085415,3095.354084,0.578119855,0.080019864,9.19E-14,4.66E-12,SEH1L
ENSG00000113368,4475.72289,0.534703575,0.073886367,9.68E-14,4.89E-12,LMNB1
ENSG00000169504,20858.49019,-0.725852375,0.101364231,9.76E-14,4.92E-12,CLIC4
ENSG00000007047,848.8843847,-0.749658909,0.104735791,9.87E-14,4.96E-12,MARK4
ENSG00000125944,9712.644947,0.522633859,0.072193097,1.01E-13,5.06E-12,HNRNPR
ENSG00000100311,2762.988845,0.660368486,0.091874392,1.02E-13,5.08E-12,PDGFB
ENSG00000136854,1741.737003,-0.645788678,0.090086967,1.14E-13,5.66E-12,STXBP1
ENSG00000103064,2923.473172,0.52317479,0.072505917,1.17E-13,5.82E-12,SLC7A6
ENSG00000106003,499.2055005,1.16848979,0.165597819,1.27E-13,6.32E-12,LFNG
ENSG00000105223,1607.716384,-0.610704675,0.085260818,1.30E-13,6.42E-12,PLD3
ENSG00000144063,8851.274336,0.631313706,0.088233688,1.33E-13,6.53E-12,MALL
ENSG00000125538,72.02321777,-2.162631544,0.308377099,1.40E-13,6.86E-12,IL1B
ENSG00000151012,1180.706699,-0.86700507,0.122470436,1.41E-13,6.90E-12,SLC7A11
ENSG00000123983,5533.147728,0.626021,0.08762462,1.47E-13,7.18E-12,ACSL3
ENSG00000171310,494.5766495,-0.984834245,0.139638099,1.49E-13,7.26E-12,CHST11
ENSG00000143369,139.1841112,-1.695719968,0.242250351,1.50E-13,7.31E-12,ECM1
ENSG00000076003,6201.291163,0.505358708,0.070317835,1.52E-13,7.37E-12,MCM6
ENSG00000136002,521.8359318,-0.930042267,0.131720607,1.52E-13,7.37E-12,ARHGEF4
ENSG00000168685,304.7561538,-1.440192092,0.205632457,1.55E-13,7.47E-12,IL7R
ENSG00000069020,542.1907887,-1.170989636,0.166736297,1.58E-13,7.59E-12,MAST4
ENSG00000105246,866.9974604,-0.812228568,0.114767755,1.58E-13,7.59E-12,EBI3
ENSG00000104824,7705.012596,0.446006195,0.061872463,1.60E-13,7.66E-12,HNRNPL
ENSG00000030582,11559.46609,-0.452664326,0.062809944,1.62E-13,7.73E-12,GRN
ENSG00000131435,274.0854017,-1.085417845,0.154524543,1.69E-13,8.06E-12,PDLIM4
ENSG00000112081,10314.40984,0.450796113,0.062641438,1.71E-13,8.15E-12,SRSF3
ENSG00000158186,133.8238423,-1.605633497,0.22986764,1.74E-13,8.23E-12,MRAS
ENSG00000162769,708.0508048,0.79226905,0.112169149,1.86E-13,8.78E-12,FLVCR1
ENSG00000168502,2071.418833,0.558048145,0.07821334,1.87E-13,8.84E-12,MTCL1
ENSG00000130707,223.0745595,-1.298728192,0.185946966,1.97E-13,9.26E-12,ASS1
ENSG00000137942,1744.395656,-0.595748257,0.084002983,2.21E-13,1.04E-11,FNBP1L
ENSG00000153029,60.13617602,-2.742928165,0.395847191,2.51E-13,1.18E-11,MR1
ENSG00000163898,158.4548627,-1.589900742,0.229850104,2.75E-13,1.28E-11,LIPH
ENSG00000178202,2842.599265,0.528122979,0.074484377,2.82E-13,1.31E-11,POGLUT3
ENSG00000151376,710.7652264,0.861897492,0.123315338,2.83E-13,1.32E-11,ME3
ENSG00000166575,780.2079559,0.743824113,0.106055021,2.87E-13,1.33E-11,TMEM135
ENSG00000175197,561.499026,-1.238639599,0.178897779,3.03E-13,1.40E-11,DDIT3
ENSG00000185745,140.5870099,-1.671390627,0.242755059,3.41E-13,1.57E-11,IFIT1
ENSG00000196262,66641.56782,0.496911506,0.070117934,3.50E-13,1.61E-11,PPIA
ENSG00000197530,486.5157366,-1.025659163,0.148118838,3.55E-13,1.63E-11,MIB2
ENSG00000175832,1281.561703,-0.665877655,0.095125314,3.66E-13,1.68E-11,ETV4
ENSG00000075213,68.46815239,-2.266783916,0.330469431,3.99E-13,1.82E-11,SEMA3A
ENSG00000100600,1017.663246,-0.664940307,0.095409711,4.54E-13,2.07E-11,LGMN
ENSG00000137193,915.2881289,-0.900083105,0.130359148,4.70E-13,2.14E-11,PIM1
ENSG00000124171,2181.251414,0.85305208,0.123467163,5.02E-13,2.27E-11,PARD6B
ENSG00000179023,55.18676678,2.498838603,0.36529288,5.07E-13,2.29E-11,KLHDC7A
ENSG00000206538,445.4378455,-1.209350506,0.176673483,5.32E-13,2.40E-11,VGLL3
ENSG00000134824,515.1222548,0.856198667,0.124110191,5.40E-13,2.43E-11,FADS2
ENSG00000168209,1065.154165,-0.769611627,0.111357385,5.58E-13,2.50E-11,DDIT4
ENSG00000179348,468.7693898,-0.941018941,0.137046159,5.82E-13,2.61E-11,GATA2
ENSG00000174403,33.34443611,-4.342700059,0.623693458,5.90E-13,2.63E-11,CRMA
ENSG00000196776,1693.902014,-0.671708151,0.09701425,6.20E-13,2.76E-11,CD47
ENSG00000065717,838.5403685,-0.769502012,0.111736958,6.62E-13,2.94E-11,TLE2
ENSG00000283265,60.46363435,-2.318803789,0.341182544,6.62E-13,2.94E-11,
ENSG00000275342,397.5824443,-1.237512725,0.181736129,6.77E-13,2.99E-11,PRAG1
ENSG00000111186,2794.639877,0.719326383,0.104363644,6.84E-13,3.02E-11,WNT5B
ENSG00000125746,362.2367972,-0.99774076,0.145927648,6.86E-13,3.02E-11,EML2
ENSG00000150938,12555.45585,0.495865464,0.071070944,7.08E-13,3.11E-11,CRIM1
ENSG00000173221,201.0393829,-1.213926462,0.178452657,7.36E-13,3.22E-11,GLRX
ENSG00000123384,3156.407264,-0.873483865,0.127854743,8.15E-13,3.56E-11,LRP1
ENSG00000138675,592.8680257,-1.165395765,0.171856965,8.59E-13,3.74E-11,FGF5
ENSG00000181444,56.08789406,-2.551015891,0.377761066,8.68E-13,3.78E-11,ZNF467
ENSG00000091483,2462.096105,0.557155015,0.080567272,9.02E-13,3.91E-11,FH
ENSG00000131473,9065.203143,0.488332796,0.070286712,9.07E-13,3.93E-11,ACLY
ENSG00000145431,2259.063572,0.620152136,0.090058326,9.32E-13,4.02E-11,PDGFC
ENSG00000142178,310.6295231,1.13663933,0.167836676,9.80E-13,4.22E-11,SIK1
ENSG00000139645,4631.891818,0.49814329,0.071999931,1.07E-12,4.58E-11,ANKRD52
ENSG00000065320,1590.815327,-0.639941438,0.093426535,1.12E-12,4.82E-11,NTN1
ENSG00000124193,7327.561237,0.448356795,0.06465058,1.13E-12,4.84E-11,SRSF6
ENSG00000171097,162.2824008,-1.345861545,0.200116513,1.16E-12,4.96E-11,KYAT1
ENSG00000062038,115.2328986,-1.754716041,0.261505121,1.17E-12,4.96E-11,CDH3
ENSG00000165119,24215.46321,0.449315853,0.064929375,1.26E-12,5.33E-11,HNRNPK
ENSG00000131389,2425.515584,0.864418483,0.12753687,1.30E-12,5.50E-11,SLC6A6
ENSG00000196526,1287.185887,-0.680998251,0.099962476,1.32E-12,5.60E-11,AFAP1
ENSG00000169715,7534.345387,0.785987263,0.116270203,1.41E-12,5.94E-11,MT1E
ENSG00000132341,19967.2943,0.441375272,0.063900004,1.46E-12,6.14E-11,RAN
ENSG00000130203,43.18833418,-6.104158878,0.861408366,1.60E-12,6.71E-11,APOE
ENSG00000169583,90.38272463,-1.979008767,0.297505766,1.62E-12,6.78E-11,CLIC3
ENSG00000087076,171.9015478,-1.39464927,0.20921022,1.69E-12,7.04E-11,HSD17B14
ENSG00000163814,12031.71921,-0.790781482,0.117256845,1.69E-12,7.04E-11,CDCP1
ENSG00000141448,113.8225115,-1.633337229,0.245401011,1.72E-12,7.16E-11,GATA6
ENSG00000138759,164.696549,-1.595435091,0.240237377,1.86E-12,7.73E-11,FRAS1
ENSG00000213281,5869.813356,0.501116672,0.073296247,1.89E-12,7.83E-11,NRAS
ENSG00000072682,2335.581621,-0.618865259,0.091266356,1.91E-12,7.90E-11,P4HA2
ENSG00000087087,4287.312306,0.47102852,0.068803494,1.95E-12,8.02E-11,SRRT
ENSG00000115129,461.3324506,0.835181735,0.124536718,2.10E-12,8.63E-11,TP53I3
ENSG00000182179,158.9541643,-1.572833198,0.237392308,2.10E-12,8.63E-11,UBA7
ENSG00000146802,626.5332674,0.757648324,0.112825189,2.26E-12,9.26E-11,TMEM168
ENSG00000161011,32598.59593,-0.547191338,0.08094714,2.70E-12,1.10E-10,SQSTM1
ENSG00000167767,8162.086855,0.642279821,0.095563432,2.77E-12,1.13E-10,KRT80
ENSG00000172183,265.5097292,-1.017777646,0.153533692,2.81E-12,1.14E-10,ISG20
ENSG00000085185,709.5344099,-0.752342877,0.112639417,2.85E-12,1.16E-10,BCORL1
ENSG00000172534,4374.259772,0.657302368,0.098030037,2.90E-12,1.17E-10,HCFC1
ENSG00000244462,4900.89297,0.53341623,0.078825408,2.90E-12,1.17E-10,RBM12
ENSG00000162458,3073.976451,-0.757613382,0.113559054,2.95E-12,1.19E-10,FBLIM1
ENSG00000122870,3377.383892,0.579898322,0.086143685,3.03E-12,1.22E-10,BICC1
ENSG00000119698,235.5207541,-1.136232304,0.172162011,3.10E-12,1.25E-10,PPP4R4
ENSG00000102317,17545.92506,0.480813828,0.070963096,3.15E-12,1.26E-10,RBM3
ENSG00000011332,224.425709,-1.254882247,0.190716738,3.22E-12,1.28E-10,DPF1
ENSG00000197119,584.604103,-0.883067616,0.133199766,3.22E-12,1.28E-10,SLC25A29
ENSG00000130768,216.0344513,-1.221465515,0.185573257,3.25E-12,1.29E-10,SMPDL3B
ENSG00000178719,4225.164105,-0.547221628,0.081326486,3.33E-12,1.32E-10,GRINA
ENSG00000275410,4115.646369,0.576672047,0.085945515,3.56E-12,1.41E-10,HNF1B
ENSG00000147383,754.9360392,0.716004521,0.107586348,3.64E-12,1.44E-10,NSDHL
ENSG00000109099,908.3017156,-0.771031375,0.116192879,3.67E-12,1.45E-10,PMP22
ENSG00000170921,1639.539606,-0.596339632,0.08922642,3.96E-12,1.56E-10,TANC2
ENSG00000135486,37882.3536,0.508245134,0.075574667,4.02E-12,1.58E-10,HNRNPA1
ENSG00000116741,282.1819806,1.112230375,0.169587167,4.21E-12,1.65E-10,RGS2
ENSG00000154134,387.7623839,-0.887115209,0.13468809,4.30E-12,1.68E-10,ROBO3
ENSG00000166794,8142.414319,0.417442451,0.061750435,4.31E-12,1.69E-10,PPIB
ENSG00000143545,2165.901986,-0.553679522,0.082840663,4.41E-12,1.72E-10,RAB13
ENSG00000162849,518.9926011,1.218488447,0.186312506,4.43E-12,1.72E-10,KIF26B
ENSG00000158125,126.7815386,-1.573498811,0.241684708,4.62E-12,1.79E-10,XDH
ENSG00000001617,270.5540583,-1.086263121,0.165964988,4.66E-12,1.80E-10,SEMA3F
ENSG00000203667,1414.050075,0.56390466,0.084519347,4.78E-12,1.85E-10,COX20
ENSG00000064300,57.22095656,-2.304244413,0.355159657,5.10E-12,1.97E-10,NGFR
ENSG00000145506,575.6033419,-0.825114601,0.125527199,5.14E-12,1.98E-10,NKD2
ENSG00000113249,7899.071531,1.487038099,0.229930946,5.34E-12,2.05E-10,HAVCR1
ENSG00000158445,609.3763242,0.833401509,0.126883992,5.37E-12,2.06E-10,KCNB1
ENSG00000111907,774.6928889,-0.726147856,0.110230762,5.55E-12,2.12E-10,TPD52L1
ENSG00000113916,158.0732747,-1.459566487,0.225340094,5.76E-12,2.20E-10,BCL6
ENSG00000189091,10922.02455,0.461734489,0.069174061,6.55E-12,2.49E-10,SF3B3
ENSG00000215301,21005.48131,0.48078729,0.072175835,7.22E-12,2.74E-10,DDX3X
ENSG00000162616,348.7026127,-1.012158496,0.156072868,7.25E-12,2.75E-10,DNAJB4
ENSG00000105559,55.31308203,-2.34672043,0.36465535,7.29E-12,2.76E-10,PLEKHA4
ENSG00000179051,7411.095889,0.450920494,0.067725246,7.78E-12,2.94E-10,RCC2
ENSG00000178252,4888.746007,0.468862763,0.070612339,8.18E-12,3.08E-10,WDR6
ENSG00000140464,821.181774,-0.707429646,0.108323008,8.44E-12,3.18E-10,PML
ENSG00000146648,24282.96598,0.503146696,0.075784586,8.62E-12,3.24E-10,EGFR
ENSG00000143420,7119.916339,0.440986148,0.066381067,8.83E-12,3.31E-10,ENSA
ENSG00000100626,142.822716,-1.363546182,0.212366906,8.99E-12,3.36E-10,GALNT16
ENSG00000124104,1002.438473,-0.623016159,0.095289992,9.78E-12,3.65E-10,SNX21
ENSG00000138668,9106.970985,0.483388218,0.073219676,1.01E-11,3.74E-10,HNRNPD
ENSG00000100292,5566.23768,-0.707013788,0.108791925,1.04E-11,3.87E-10,HMOX1
ENSG00000139428,298.7441226,1.032377043,0.160602272,1.05E-11,3.89E-10,MMAB
ENSG00000173890,316.1464378,-0.953644032,0.148312063,1.13E-11,4.18E-10,GPR160
ENSG00000214736,1880.427083,0.514743919,0.078513306,1.21E-11,4.48E-10,TOMM6
ENSG00000163131,118.1153349,-1.573720843,0.247504121,1.23E-11,4.53E-10,CTSS
ENSG00000066697,3157.299333,0.4711453,0.071646196,1.24E-11,4.55E-10,MSANTD3
ENSG00000130720,191.9508377,-1.150789246,0.180162027,1.24E-11,4.57E-10,FIBCD1
ENSG00000183186,254.0837706,-1.146032607,0.179461887,1.25E-11,4.57E-10,C2CD4C
ENSG00000143815,3739.608172,0.51971046,0.079417908,1.30E-11,4.74E-10,LBR
ENSG00000128791,4145.024749,0.49295195,0.075235151,1.34E-11,4.90E-10,TWSG1
ENSG00000065923,1478.002833,-0.544993122,0.083604711,1.36E-11,4.97E-10,SLC9A7
ENSG00000105323,9937.816208,0.460261247,0.070068489,1.37E-11,4.99E-10,HNRNPUL1
ENSG00000234616,1140.240162,0.792608165,0.123141315,1.41E-11,5.12E-10,JRK
ENSG00000196968,688.5459136,0.756728204,0.117575631,1.47E-11,5.33E-10,FUT11
ENSG00000166173,416.4442293,-0.990905878,0.155584721,1.58E-11,5.71E-10,LARP6
ENSG00000112294,760.3054692,0.681174184,0.105715739,1.63E-11,5.89E-10,ALDH5A1
ENSG00000197045,3296.75083,0.575772531,0.088844964,1.66E-11,5.99E-10,GMFB
ENSG00000089280,12315.56501,0.428727217,0.065615924,1.91E-11,6.86E-10,FUS
ENSG00000072571,2074.316616,-0.524088605,0.080898674,1.94E-11,6.97E-10,HMMR
ENSG00000120913,1869.129206,0.716666132,0.11206839,2.06E-11,7.36E-10,PDLIM2
ENSG00000172638,253.2103828,-1.050449792,0.1662099,2.07E-11,7.41E-10,EFEMP2
ENSG00000105290,1316.540562,-0.626389508,0.097778915,2.32E-11,8.27E-10,APLP1
ENSG00000148498,3814.049128,0.466570894,0.071960127,2.33E-11,8.27E-10,PARD3
ENSG00000166833,1329.916941,-0.732404268,0.115032384,2.36E-11,8.37E-10,NAV2
ENSG00000197860,1296.205904,-0.622507267,0.09722309,2.39E-11,8.48E-10,SGTB
ENSG00000141068,422.6759837,-0.910532283,0.14411049,2.43E-11,8.61E-10,KSR1
ENSG00000109066,1189.429831,0.641267219,0.100265014,2.44E-11,8.61E-10,TMEM104
ENSG00000104067,4269.168711,0.43323809,0.066770304,2.56E-11,9.03E-10,TJP1
ENSG00000221890,1012.696527,-0.626026837,0.097985067,2.59E-11,9.10E-10,NPTXR
ENSG00000104320,1978.393236,0.529775337,0.082420492,2.71E-11,9.52E-10,NBN
ENSG00000105443,1621.845854,0.591107056,0.092439506,2.80E-11,9.82E-10,CYTH2
ENSG00000010818,1522.584367,-0.681637742,0.107260648,2.83E-11,9.89E-10,HIVEP2
ENSG00000108654,22244.07795,0.417634401,0.064419051,2.83E-11,9.89E-10,DDX5
ENSG00000196230,64479.71205,0.417821949,0.06448611,2.89E-11,1.01E-09,TUBB
ENSG00000101384,725.6969254,-0.790968733,0.125544646,3.24E-11,1.12E-09,JAG1
ENSG00000165280,14253.09172,0.423477856,0.06563293,3.25E-11,1.13E-09,VCP
ENSG00000163697,830.5904672,-0.646434305,0.101921547,3.35E-11,1.16E-09,APBB2
ENSG00000105137,1305.335245,0.638108149,0.100574063,3.40E-11,1.18E-09,SYDE1
ENSG00000142623,310.1229032,1.07951871,0.173216902,3.55E-11,1.22E-09,PADI1
ENSG00000167771,126.247046,-1.351509737,0.217869622,3.68E-11,1.27E-09,RCOR2
ENSG00000133639,870.1346046,-0.792493515,0.126381182,3.92E-11,1.35E-09,BTG1
ENSG00000100836,4034.028248,0.431912876,0.067261374,4.01E-11,1.38E-09,PABPN1
ENSG00000185813,1046.395425,0.738938129,0.11776242,4.25E-11,1.46E-09,PCYT2
ENSG00000084636,46.62766193,-2.470854478,0.401117282,4.36E-11,1.49E-09,COL16A1
ENSG00000166025,1182.276149,-0.614505256,0.097480864,4.65E-11,1.58E-09,AMOTL1
ENSG00000234741,3252.202718,-0.769638119,0.123151558,4.65E-11,1.58E-09,GAS5
ENSG00000135829,9475.478986,0.398908352,0.06101902,4.85E-11,1.64E-09,DHX9
ENSG00000139725,2990.382744,-0.529179429,0.083520022,4.85E-11,1.64E-09,RHOF
ENSG00000166592,78.34323298,-1.761373886,0.28674196,4.86E-11,1.64E-09,RRAD
ENSG00000184584,40.38039148,-3.023809077,0.491714206,4.84E-11,1.64E-09,STING1
ENSG00000102854,38.79582996,-2.782206993,0.452028806,4.96E-11,1.67E-09,MSLN
ENSG00000100316,30740.95006,0.461097145,0.072190487,5.40E-11,1.82E-09,RPL3
ENSG00000088881,43.03242109,-2.47484199,0.403906337,5.57E-11,1.87E-09,EBF4
ENSG00000197415,30.46885344,-4.007997173,0.644293932,5.69E-11,1.91E-09,VEPH1
ENSG00000183283,6455.675669,0.505545626,0.079996582,5.92E-11,1.98E-09,DAZAP2
ENSG00000081059,542.984139,-0.755596722,0.121541007,5.94E-11,1.99E-09,TCF7
ENSG00000175274,126.3188739,-1.500731883,0.246019166,6.45E-11,2.15E-09,TP53I11
ENSG00000166471,1325.32778,0.633961951,0.10151859,6.56E-11,2.18E-09,TMEM41B
ENSG00000171206,2058.411484,-0.560215219,0.089319871,6.59E-11,2.19E-09,TRIM8
ENSG00000159216,930.9316979,0.638722022,0.102408764,6.85E-11,2.27E-09,RUNX1
ENSG00000198947,1260.961852,-0.591729087,0.094645014,6.87E-11,2.28E-09,DMD
ENSG00000181104,503.0966747,-0.771192235,0.124792224,7.32E-11,2.42E-09,F2R
ENSG00000099783,10327.95063,0.402962434,0.063184129,7.45E-11,2.46E-09,HNRNPM
ENSG00000121361,61.36569401,-1.967191895,0.324406038,7.87E-11,2.59E-09,KCNJ8
ENSG00000176871,1583.657261,0.563980184,0.090383264,8.16E-11,2.69E-09,WSB2
ENSG00000186594,1092.012053,0.563459169,0.090509782,9.03E-11,2.97E-09,MIR22HG
ENSG00000185324,1117.304993,0.579097495,0.093198136,9.30E-11,3.05E-09,CDK10
ENSG00000170006,490.9608354,0.776520961,0.12664902,9.89E-11,3.24E-09,TMEM154
ENSG00000119403,2107.926437,0.534874013,0.085955848,9.99E-11,3.26E-09,PHF19
ENSG00000162692,27.16537811,-4.68157899,0.74942539,1.07E-10,3.48E-09,VCAM1
ENSG00000108439,609.0828301,-0.674251286,0.109842277,1.15E-10,3.75E-09,PNPO
ENSG00000112561,72.80983776,-1.834798276,0.305872432,1.16E-10,3.78E-09,TFEB
ENSG00000184371,796.1690481,-0.656714073,0.107135569,1.26E-10,4.10E-09,CSF1
ENSG00000167323,944.0262488,-0.680079928,0.111171972,1.29E-10,4.17E-09,STIM1
ENSG00000175130,3430.780044,-0.5068045,0.081879883,1.33E-10,4.30E-09,MARCKSL1
ENSG00000147065,24792.28938,-0.464386939,0.07478686,1.37E-10,4.43E-09,MSN
ENSG00000145685,1758.788102,-0.52410861,0.085011797,1.47E-10,4.74E-09,LHFPL2
ENSG00000102003,345.9974613,0.963356091,0.159939438,1.51E-10,4.87E-09,SYP
ENSG00000163660,4484.698502,0.61978814,0.101346622,1.54E-10,4.95E-09,CCNL1
ENSG00000068028,859.3301027,-0.837177217,0.138655811,1.57E-10,5.03E-09,RASSF1
ENSG00000159167,35.24958972,-2.960986962,0.495491624,1.59E-10,5.09E-09,STC1
ENSG00000059804,34.34879957,-2.909752221,0.487646059,1.62E-10,5.18E-09,SLC2A3
ENSG00000135365,1618.222299,-0.674226966,0.110891604,1.65E-10,5.25E-09,PHF21A
ENSG00000164924,30418.83888,0.393250986,0.063273454,1.76E-10,5.59E-09,YWHAZ
ENSG00000087053,1749.342751,0.491610246,0.079947926,1.83E-10,5.83E-09,MTMR2
ENSG00000072778,9549.090003,-0.406096795,0.065528742,1.84E-10,5.83E-09,ACADVL
ENSG00000105289,38.58693087,-2.824559458,0.476100861,1.88E-10,5.94E-09,TJP3
